Region,Location,Substation,Sample_ID,Sample_Year,Replicate,Units,Era,Parameter,Result
Outer Bay,L.OB11Q,S.OB11Q,1991.OB11,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB11Q,S.OB11Q,1991.OB11,1991,0,%,1990s,Percent Silt and Clay (Calculated),57
Outer Bay,L.OB11Q,S.OB11Q,1991.OB11,1991,0,%,1990s,Percent Clay,32.1
Outer Bay,L.OB11Q,S.OB11Q,1991.OB11,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB11Q,S.OB11Q,1991.OB11,1991,0,%,1990s,Percent Silt and Clay (Calculated),32.1
Outer Bay,L.OB12,S.OB12,1991.OB12,1991,0,%,1990s,Percent Sand,22.7
Outer Bay,L.OB12,S.OB12,1991.OB12,1991,0,%,1990s,Percent Sand (Calculated),22.7
Outer Bay,L.OB12,S.OB12,1991.OB12,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
Outer Bay,L.OB12,S.OB12,1991.OB12,1991,0,%,1990s,Percent Silt,42.9
Outer Bay,L.OB12,S.OB12,1991.OB12,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB12,S.OB12,1991.OB12,1991,0,%,1990s,Percent Silt and Clay (Calculated),42.9
Outer Bay,L.OB12,S.OB12,1991.OB12,1991,0,%,1990s,Percent Clay,34.5
Outer Bay,L.OB12,S.OB12,1991.OB12,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB12,S.OB12,1991.OB12,1991,0,%,1990s,Percent Silt and Clay (Calculated),34.5
Outer Bay,L.OB13,S.OB13,1991.OB13,1991,0,%,1990s,Percent Sand,29.5
Outer Bay,L.OB13,S.OB13,1991.OB13,1991,0,%,1990s,Percent Sand (Calculated),29.5
Outer Bay,L.OB13,S.OB13,1991.OB13,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
Outer Bay,L.OB13,S.OB13,1991.OB13,1991,0,%,1990s,Percent Silt,37.1
Outer Bay,L.OB13,S.OB13,1991.OB13,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB13,S.OB13,1991.OB13,1991,0,%,1990s,Percent Silt and Clay (Calculated),37.1
Outer Bay,L.OB13,S.OB13,1991.OB13,1991,0,%,1990s,Percent Clay,33.4
Outer Bay,L.OB13,S.OB13,1991.OB13,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB13,S.OB13,1991.OB13,1991,0,%,1990s,Percent Silt and Clay (Calculated),33.4
Outer Bay,L.OB15Q,S.OB15,1991.OB15,1991,0,%,1990s,Percent Sand,26.4
Outer Bay,L.OB15Q,S.OB15,1991.OB15,1991,0,%,1990s,Percent Sand (Calculated),26.4
Outer Bay,L.OB15Q,S.OB15,1991.OB15,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
Outer Bay,L.OB15Q,S.OB15,1991.OB15,1991,0,%,1990s,Percent Silt,43
Outer Bay,L.OB15Q,S.OB15,1991.OB15,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB15Q,S.OB15,1991.OB15,1991,0,%,1990s,Percent Silt and Clay (Calculated),43
Outer Bay,L.OB15Q,S.OB15,1991.OB15,1991,0,%,1990s,Percent Clay,30.6
Outer Bay,L.OB15Q,S.OB15,1991.OB15,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB15Q,S.OB15,1991.OB15,1991,0,%,1990s,Percent Silt and Clay (Calculated),30.6
Outer Bay,L.OB02,S.OB02,1991.OB02,1991,0,%,1990s,Percent Sand,37.7
Outer Bay,L.OB02,S.OB02,1991.OB02,1991,0,%,1990s,Percent Sand (Calculated),37.7
Outer Bay,L.OB02,S.OB02,1991.OB02,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
Outer Bay,L.OB02,S.OB02,1991.OB02,1991,0,%,1990s,Percent Silt,35
Outer Bay,L.OB02,S.OB02,1991.OB02,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB02,S.OB02,1991.OB02,1991,0,%,1990s,Percent Silt and Clay (Calculated),35
Outer Bay,L.OB02,S.OB02,1991.OB02,1991,0,%,1990s,Percent Clay,27.4
Outer Bay,L.OB02,S.OB02,1991.OB02,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB02,S.OB02,1991.OB02,1991,0,%,1990s,Percent Silt and Clay (Calculated),27.4
Outer Bay,L.OB03Q,S.OB03,1991.OB03,1991,0,%,1990s,Percent Sand,33.1
Outer Bay,L.OB03Q,S.OB03,1991.OB03,1991,0,%,1990s,Percent Sand (Calculated),33.1
Outer Bay,L.OB03Q,S.OB03,1991.OB03,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
Outer Bay,L.OB03Q,S.OB03,1991.OB03,1991,0,%,1990s,Percent Silt,39.4
Outer Bay,L.OB03Q,S.OB03,1991.OB03,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB03Q,S.OB03,1991.OB03,1991,0,%,1990s,Percent Silt and Clay (Calculated),39.4
Outer Bay,L.OB03Q,S.OB03,1991.OB03,1991,0,%,1990s,Percent Clay,27.5
Outer Bay,L.OB03Q,S.OB03,1991.OB03,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB03Q,S.OB03,1991.OB03,1991,0,%,1990s,Percent Silt and Clay (Calculated),27.5
Outer Bay,L.OB04,S.OB04,1991.OB04,1991,0,%,1990s,Percent Sand,17
Outer Bay,L.OB04,S.OB04,1991.OB04,1991,0,%,1990s,Percent Sand (Calculated),17
Outer Bay,L.OB04,S.OB04,1991.OB04,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
Outer Bay,L.OB04,S.OB04,1991.OB04,1991,0,%,1990s,Percent Silt,49.9
Outer Bay,L.OB04,S.OB04,1991.OB04,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB04,S.OB04,1991.OB04,1991,0,%,1990s,Percent Silt and Clay (Calculated),49.9
Outer Bay,L.OB04,S.OB04,1991.OB04,1991,0,%,1990s,Percent Clay,33.2
Outer Bay,L.OB04,S.OB04,1991.OB04,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB04,S.OB04,1991.OB04,1991,0,%,1990s,Percent Silt and Clay (Calculated),33.2
Outer Bay,L.OB05,S.OB05,1991.OB05,1991,0,%,1990s,Percent Sand,31.8
Outer Bay,L.OB05,S.OB05,1991.OB05,1991,0,%,1990s,Percent Sand (Calculated),31.8
Outer Bay,L.OB05,S.OB05,1991.OB05,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
Outer Bay,L.OB05,S.OB05,1991.OB05,1991,0,%,1990s,Percent Silt,44.3
Outer Bay,L.OB05,S.OB05,1991.OB05,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB05,S.OB05,1991.OB05,1991,0,%,1990s,Percent Silt and Clay (Calculated),44.3
Outer Bay,L.OB05,S.OB05,1991.OB05,1991,0,%,1990s,Percent Clay,23.9
Outer Bay,L.OB05,S.OB05,1991.OB05,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB05,S.OB05,1991.OB05,1991,0,%,1990s,Percent Silt and Clay (Calculated),23.9
Outer Bay,L.OB06Q,S.OB06,1991.OB06,1991,0,%,1990s,Percent Sand,45.6
Outer Bay,L.OB06Q,S.OB06,1991.OB06,1991,0,%,1990s,Percent Sand (Calculated),45.6
Outer Bay,L.OB06Q,S.OB06,1991.OB06,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
Outer Bay,L.OB06Q,S.OB06,1991.OB06,1991,0,%,1990s,Percent Silt,31.7
Outer Bay,L.OB06Q,S.OB06,1991.OB06,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB06Q,S.OB06,1991.OB06,1991,0,%,1990s,Percent Silt and Clay (Calculated),31.7
Outer Bay,L.OB06Q,S.OB06,1991.OB06,1991,0,%,1990s,Percent Clay,22.7
Outer Bay,L.OB06Q,S.OB06,1991.OB06,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB06Q,S.OB06,1991.OB06,1991,0,%,1990s,Percent Silt and Clay (Calculated),22.7
Outer Bay,L.OB07,S.OB07,1991.OB07,1991,0,%,1990s,Percent Sand,21.9
Outer Bay,L.OB07,S.OB07,1991.OB07,1991,0,%,1990s,Percent Sand (Calculated),21.9
Outer Bay,L.OB07,S.OB07,1991.OB07,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
Outer Bay,L.OB07,S.OB07,1991.OB07,1991,0,%,1990s,Percent Silt,46.9
Outer Bay,L.OB07,S.OB07,1991.OB07,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB07,S.OB07,1991.OB07,1991,0,%,1990s,Percent Silt and Clay (Calculated),46.9
Outer Bay,L.OB07,S.OB07,1991.OB07,1991,0,%,1990s,Percent Clay,31.2
Outer Bay,L.OB07,S.OB07,1991.OB07,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB07,S.OB07,1991.OB07,1991,0,%,1990s,Percent Silt and Clay (Calculated),31.2
Outer Bay,L.OB08,S.OB08,1991.OB08,1991,0,%,1990s,Percent Sand,24.2
Outer Bay,L.OB08,S.OB08,1991.OB08,1991,0,%,1990s,Percent Sand (Calculated),24.2
Outer Bay,L.OB08,S.OB08,1991.OB08,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
Outer Bay,L.OB08,S.OB08,1991.OB08,1991,0,%,1990s,Percent Silt,44.3
Outer Bay,L.OB08,S.OB08,1991.OB08,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB08,S.OB08,1991.OB08,1991,0,%,1990s,Percent Silt and Clay (Calculated),44.3
Outer Bay,L.OB08,S.OB08,1991.OB08,1991,0,%,1990s,Percent Clay,31.6
Outer Bay,L.OB08,S.OB08,1991.OB08,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB08,S.OB08,1991.OB08,1991,0,%,1990s,Percent Silt and Clay (Calculated),31.6
Outer Bay,L.OB09,S.OB09,1991.OB09,1991,0,%,1990s,Percent Sand,32.4
Outer Bay,L.OB09,S.OB09,1991.OB09,1991,0,%,1990s,Percent Sand (Calculated),32.4
Outer Bay,L.OB09,S.OB09,1991.OB09,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
Outer Bay,L.OB09,S.OB09,1991.OB09,1991,0,%,1990s,Percent Silt,34.6
Outer Bay,L.OB09,S.OB09,1991.OB09,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB09,S.OB09,1991.OB09,1991,0,%,1990s,Percent Silt and Clay (Calculated),34.6
Outer Bay,L.OB09,S.OB09,1991.OB09,1991,0,%,1990s,Percent Clay,33
Outer Bay,L.OB09,S.OB09,1991.OB09,1991,0,%,1990s,Percent Sand (Calculated),0
Outer Bay,L.OB09,S.OB09,1991.OB09,1991,0,%,1990s,Percent Silt and Clay (Calculated),33
Inner Bay,L.SW01,S.SW01,1991.SW01,1991,0,%,1990s,Percent Sand,45.3
Inner Bay,L.SW01,S.SW01,1991.SW01,1991,0,%,1990s,Percent Sand (Calculated),45.3
Inner Bay,L.SW01,S.SW01,1991.SW01,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
Inner Bay,L.SW01,S.SW01,1991.SW01,1991,0,%,1990s,Percent Silt,33.2
Inner Bay,L.SW01,S.SW01,1991.SW01,1991,0,%,1990s,Percent Sand (Calculated),0
Inner Bay,L.SW01,S.SW01,1991.SW01,1991,0,%,1990s,Percent Silt and Clay (Calculated),33.2
Inner Bay,L.SW01,S.SW01,1991.SW01,1991,0,%,1990s,Percent Clay,21.5
Inner Bay,L.SW01,S.SW01,1991.SW01,1991,0,%,1990s,Percent Sand (Calculated),0
Inner Bay,L.SW01,S.SW01,1991.SW01,1991,0,%,1990s,Percent Silt and Clay (Calculated),21.5
West Bay,L.SW10,S.SW10,1991.SW10,1991,0,%,1990s,Percent Sand,19.5
West Bay,L.SW10,S.SW10,1991.SW10,1991,0,%,1990s,Percent Sand (Calculated),19.5
West Bay,L.SW10,S.SW10,1991.SW10,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
West Bay,L.SW10,S.SW10,1991.SW10,1991,0,%,1990s,Percent Silt,42
West Bay,L.SW10,S.SW10,1991.SW10,1991,0,%,1990s,Percent Sand (Calculated),0
West Bay,L.SW10,S.SW10,1991.SW10,1991,0,%,1990s,Percent Silt and Clay (Calculated),42
West Bay,L.SW10,S.SW10,1991.SW10,1991,0,%,1990s,Percent Clay,38.6
West Bay,L.SW10,S.SW10,1991.SW10,1991,0,%,1990s,Percent Sand (Calculated),0
West Bay,L.SW10,S.SW10,1991.SW10,1991,0,%,1990s,Percent Silt and Clay (Calculated),38.6
West Bay,L.SW11,S.SW11,1991.SW11,1991,0,%,1990s,Percent Sand,9.5
West Bay,L.SW11,S.SW11,1991.SW11,1991,0,%,1990s,Percent Sand (Calculated),9.5
West Bay,L.SW11,S.SW11,1991.SW11,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
West Bay,L.SW11,S.SW11,1991.SW11,1991,0,%,1990s,Percent Silt,43.7
West Bay,L.SW11,S.SW11,1991.SW11,1991,0,%,1990s,Percent Sand (Calculated),0
West Bay,L.SW11,S.SW11,1991.SW11,1991,0,%,1990s,Percent Silt and Clay (Calculated),43.7
West Bay,L.SW11,S.SW11,1991.SW11,1991,0,%,1990s,Percent Clay,46.8
West Bay,L.SW11,S.SW11,1991.SW11,1991,0,%,1990s,Percent Sand (Calculated),0
West Bay,L.SW11,S.SW11,1991.SW11,1991,0,%,1990s,Percent Silt and Clay (Calculated),46.8
West Bay,L.SW12,S.SW12,1991.SW12,1991,0,%,1990s,Percent Sand,49.1
West Bay,L.SW12,S.SW12,1991.SW12,1991,0,%,1990s,Percent Sand (Calculated),49.1
West Bay,L.SW12,S.SW12,1991.SW12,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
West Bay,L.SW12,S.SW12,1991.SW12,1991,0,%,1990s,Percent Silt,33.6
West Bay,L.SW12,S.SW12,1991.SW12,1991,0,%,1990s,Percent Sand (Calculated),0
West Bay,L.SW12,S.SW12,1991.SW12,1991,0,%,1990s,Percent Silt and Clay (Calculated),33.6
West Bay,L.SW12,S.SW12,1991.SW12,1991,0,%,1990s,Percent Clay,17.3
West Bay,L.SW12,S.SW12,1991.SW12,1991,0,%,1990s,Percent Sand (Calculated),0
West Bay,L.SW12,S.SW12,1991.SW12,1991,0,%,1990s,Percent Silt and Clay (Calculated),17.3
West Bay,L.SW13,S.SW13,1991.SW13,1991,0,%,1990s,Percent Sand,3.2
West Bay,L.SW13,S.SW13,1991.SW13,1991,0,%,1990s,Percent Sand (Calculated),3.2
West Bay,L.SW13,S.SW13,1991.SW13,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
West Bay,L.SW13,S.SW13,1991.SW13,1991,0,%,1990s,Percent Silt,50.9
West Bay,L.SW13,S.SW13,1991.SW13,1991,0,%,1990s,Percent Sand (Calculated),0
West Bay,L.SW13,S.SW13,1991.SW13,1991,0,%,1990s,Percent Silt and Clay (Calculated),50.9
West Bay,L.SW13,S.SW13,1991.SW13,1991,0,%,1990s,Percent Clay,45.9
West Bay,L.SW13,S.SW13,1991.SW13,1991,0,%,1990s,Percent Sand (Calculated),0
West Bay,L.SW13,S.SW13,1991.SW13,1991,0,%,1990s,Percent Silt and Clay (Calculated),45.9
East Bay,L.SW14,S.SW14,1991.SW14,1991,0,%,1990s,Percent Sand,30.7
East Bay,L.SW14,S.SW14,1991.SW14,1991,0,%,1990s,Percent Sand (Calculated),30.7
East Bay,L.SW14,S.SW14,1991.SW14,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
East Bay,L.SW14,S.SW14,1991.SW14,1991,0,%,1990s,Percent Silt,36.2
East Bay,L.SW14,S.SW14,1991.SW14,1991,0,%,1990s,Percent Sand (Calculated),0
East Bay,L.SW14,S.SW14,1991.SW14,1991,0,%,1990s,Percent Silt and Clay (Calculated),36.2
East Bay,L.SW14,S.SW14,1991.SW14,1991,0,%,1990s,Percent Clay,33.1
East Bay,L.SW14,S.SW14,1991.SW14,1991,0,%,1990s,Percent Sand (Calculated),0
East Bay,L.SW14,S.SW14,1991.SW14,1991,0,%,1990s,Percent Silt and Clay (Calculated),33.1
East Bay,L.SW15,S.SW15,1991.SW15,1991,0,%,1990s,Percent Sand,71
East Bay,L.SW15,S.SW15,1991.SW15,1991,0,%,1990s,Percent Sand (Calculated),71
East Bay,L.SW15,S.SW15,1991.SW15,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
East Bay,L.SW15,S.SW15,1991.SW15,1991,0,%,1990s,Percent Silt,23.2
East Bay,L.SW15,S.SW15,1991.SW15,1991,0,%,1990s,Percent Sand (Calculated),0
East Bay,L.SW15,S.SW15,1991.SW15,1991,0,%,1990s,Percent Silt and Clay (Calculated),23.2
East Bay,L.SW15,S.SW15,1991.SW15,1991,0,%,1990s,Percent Clay,5.8
East Bay,L.SW15,S.SW15,1991.SW15,1991,0,%,1990s,Percent Sand (Calculated),0
East Bay,L.SW15,S.SW15,1991.SW15,1991,0,%,1990s,Percent Silt and Clay (Calculated),5.8
Inner Bay,L.SW02Q,S.SW02Q,1991.SW02,1991,0,%,1990s,Percent Sand,32.6
Inner Bay,L.SW02Q,S.SW02Q,1991.SW02,1991,0,%,1990s,Percent Sand (Calculated),32.6
Inner Bay,L.SW02Q,S.SW02Q,1991.SW02,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
Inner Bay,L.SW02Q,S.SW02Q,1991.SW02,1991,0,%,1990s,Percent Silt,31.7
Inner Bay,L.SW02Q,S.SW02Q,1991.SW02,1991,0,%,1990s,Percent Sand (Calculated),0
Inner Bay,L.SW02Q,S.SW02Q,1991.SW02,1991,0,%,1990s,Percent Silt and Clay (Calculated),31.7
Inner Bay,L.SW02Q,S.SW02Q,1991.SW02,1991,0,%,1990s,Percent Clay,35.7
Inner Bay,L.SW02Q,S.SW02Q,1991.SW02,1991,0,%,1990s,Percent Sand (Calculated),0
Inner Bay,L.SW02Q,S.SW02Q,1991.SW02,1991,0,%,1990s,Percent Silt and Clay (Calculated),35.7
Inner Bay,L.SW03Q,S.SW03,1991.SW03,1991,0,%,1990s,Percent Sand,31.1
Inner Bay,L.SW03Q,S.SW03,1991.SW03,1991,0,%,1990s,Percent Sand (Calculated),31.1
Inner Bay,L.SW03Q,S.SW03,1991.SW03,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
Inner Bay,L.SW03Q,S.SW03,1991.SW03,1991,0,%,1990s,Percent Silt,41.6
Inner Bay,L.SW03Q,S.SW03,1991.SW03,1991,0,%,1990s,Percent Sand (Calculated),0
Inner Bay,L.SW03Q,S.SW03,1991.SW03,1991,0,%,1990s,Percent Silt and Clay (Calculated),41.6
Inner Bay,L.SW03Q,S.SW03,1991.SW03,1991,0,%,1990s,Percent Clay,27.3
Inner Bay,L.SW03Q,S.SW03,1991.SW03,1991,0,%,1990s,Percent Sand (Calculated),0
Inner Bay,L.SW03Q,S.SW03,1991.SW03,1991,0,%,1990s,Percent Silt and Clay (Calculated),27.3
Inner Bay,L.SW04Q,S.SW04,1991.SW04,1991,0,%,1990s,Percent Sand,68.6
Inner Bay,L.SW04Q,S.SW04,1991.SW04,1991,0,%,1990s,Percent Sand (Calculated),68.6
Inner Bay,L.SW04Q,S.SW04,1991.SW04,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
Inner Bay,L.SW04Q,S.SW04,1991.SW04,1991,0,%,1990s,Percent Silt,21.7
Inner Bay,L.SW04Q,S.SW04,1991.SW04,1991,0,%,1990s,Percent Sand (Calculated),0
Inner Bay,L.SW04Q,S.SW04,1991.SW04,1991,0,%,1990s,Percent Silt and Clay (Calculated),21.7
Inner Bay,L.SW04Q,S.SW04,1991.SW04,1991,0,%,1990s,Percent Clay,9.7
Inner Bay,L.SW04Q,S.SW04,1991.SW04,1991,0,%,1990s,Percent Sand (Calculated),0
Inner Bay,L.SW04Q,S.SW04,1991.SW04,1991,0,%,1990s,Percent Silt and Clay (Calculated),9.7
Inner Bay,L.SW05Q,S.SW05Q,1991.SW05,1991,0,%,1990s,Percent Sand,48.8
Inner Bay,L.SW05Q,S.SW05Q,1991.SW05,1991,0,%,1990s,Percent Sand (Calculated),48.8
Inner Bay,L.SW05Q,S.SW05Q,1991.SW05,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
Inner Bay,L.SW05Q,S.SW05Q,1991.SW05,1991,0,%,1990s,Percent Silt,38.5
Inner Bay,L.SW05Q,S.SW05Q,1991.SW05,1991,0,%,1990s,Percent Sand (Calculated),0
Inner Bay,L.SW05Q,S.SW05Q,1991.SW05,1991,0,%,1990s,Percent Silt and Clay (Calculated),38.5
Inner Bay,L.SW05Q,S.SW05Q,1991.SW05,1991,0,%,1990s,Percent Clay,12.7
Inner Bay,L.SW05Q,S.SW05Q,1991.SW05,1991,0,%,1990s,Percent Sand (Calculated),0
Inner Bay,L.SW05Q,S.SW05Q,1991.SW05,1991,0,%,1990s,Percent Silt and Clay (Calculated),12.7
Inner Bay,L.SW06,S.SW06,1991.SW06,1991,0,%,1990s,Percent Sand,32.3
Inner Bay,L.SW06,S.SW06,1991.SW06,1991,0,%,1990s,Percent Sand (Calculated),32.3
Inner Bay,L.SW06,S.SW06,1991.SW06,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
Inner Bay,L.SW06,S.SW06,1991.SW06,1991,0,%,1990s,Percent Silt,38.9
Inner Bay,L.SW06,S.SW06,1991.SW06,1991,0,%,1990s,Percent Sand (Calculated),0
Inner Bay,L.SW06,S.SW06,1991.SW06,1991,0,%,1990s,Percent Silt and Clay (Calculated),38.9
Inner Bay,L.SW06,S.SW06,1991.SW06,1991,0,%,1990s,Percent Clay,28.8
Inner Bay,L.SW06,S.SW06,1991.SW06,1991,0,%,1990s,Percent Sand (Calculated),0
Inner Bay,L.SW06,S.SW06,1991.SW06,1991,0,%,1990s,Percent Silt and Clay (Calculated),28.8
West Bay,L.SW07,S.SW07,1991.SW07,1991,0,%,1990s,Percent Sand,49.1
West Bay,L.SW07,S.SW07,1991.SW07,1991,0,%,1990s,Percent Sand (Calculated),49.1
West Bay,L.SW07,S.SW07,1991.SW07,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
West Bay,L.SW07,S.SW07,1991.SW07,1991,0,%,1990s,Percent Silt,27
West Bay,L.SW07,S.SW07,1991.SW07,1991,0,%,1990s,Percent Sand (Calculated),0
West Bay,L.SW07,S.SW07,1991.SW07,1991,0,%,1990s,Percent Silt and Clay (Calculated),27
West Bay,L.SW07,S.SW07,1991.SW07,1991,0,%,1990s,Percent Clay,23.9
West Bay,L.SW07,S.SW07,1991.SW07,1991,0,%,1990s,Percent Sand (Calculated),0
West Bay,L.SW07,S.SW07,1991.SW07,1991,0,%,1990s,Percent Silt and Clay (Calculated),23.9
West Bay,L.SW08Q,S.SW08,1991.SW08,1991,0,%,1990s,Percent Sand,68.2
West Bay,L.SW08Q,S.SW08,1991.SW08,1991,0,%,1990s,Percent Sand (Calculated),68.2
West Bay,L.SW08Q,S.SW08,1991.SW08,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
West Bay,L.SW08Q,S.SW08,1991.SW08,1991,0,%,1990s,Percent Silt,24.1
West Bay,L.SW08Q,S.SW08,1991.SW08,1991,0,%,1990s,Percent Sand (Calculated),0
West Bay,L.SW08Q,S.SW08,1991.SW08,1991,0,%,1990s,Percent Silt and Clay (Calculated),24.1
West Bay,L.SW08Q,S.SW08,1991.SW08,1991,0,%,1990s,Percent Clay,7.7
West Bay,L.SW08Q,S.SW08,1991.SW08,1991,0,%,1990s,Percent Sand (Calculated),0
West Bay,L.SW08Q,S.SW08,1991.SW08,1991,0,%,1990s,Percent Silt and Clay (Calculated),7.7
West Bay,L.SW09,S.SW09,1991.SW09,1991,0,%,1990s,Percent Sand,6.1
West Bay,L.SW09,S.SW09,1991.SW09,1991,0,%,1990s,Percent Sand (Calculated),6.1
West Bay,L.SW09,S.SW09,1991.SW09,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
West Bay,L.SW09,S.SW09,1991.SW09,1991,0,%,1990s,Percent Silt,51.1
West Bay,L.SW09,S.SW09,1991.SW09,1991,0,%,1990s,Percent Sand (Calculated),0
West Bay,L.SW09,S.SW09,1991.SW09,1991,0,%,1990s,Percent Silt and Clay (Calculated),51.1
West Bay,L.SW09,S.SW09,1991.SW09,1991,0,%,1990s,Percent Clay,42.8
West Bay,L.SW09,S.SW09,1991.SW09,1991,0,%,1990s,Percent Sand (Calculated),0
West Bay,L.SW09,S.SW09,1991.SW09,1991,0,%,1990s,Percent Silt and Clay (Calculated),42.8
West Bay,L.WB01,S.WB01,1991.WB01,1991,0,%,1990s,Percent Sand,9.9
West Bay,L.WB01,S.WB01,1991.WB01,1991,0,%,1990s,Percent Sand (Calculated),9.9
West Bay,L.WB01,S.WB01,1991.WB01,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
West Bay,L.WB01,S.WB01,1991.WB01,1991,0,%,1990s,Percent Silt,48.9
West Bay,L.WB01,S.WB01,1991.WB01,1991,0,%,1990s,Percent Sand (Calculated),0
West Bay,L.WB01,S.WB01,1991.WB01,1991,0,%,1990s,Percent Silt and Clay (Calculated),48.9
West Bay,L.WB01,S.WB01,1991.WB01,1991,0,%,1990s,Percent Clay,41.1
West Bay,L.WB01,S.WB01,1991.WB01,1991,0,%,1990s,Percent Sand (Calculated),0
West Bay,L.WB01,S.WB01,1991.WB01,1991,0,%,1990s,Percent Silt and Clay (Calculated),41.1
West Bay,L.WB02,S.WB02,1991.WB02,1991,0,%,1990s,Percent Sand,6
West Bay,L.WB02,S.WB02,1991.WB02,1991,0,%,1990s,Percent Sand (Calculated),6
West Bay,L.WB02,S.WB02,1991.WB02,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
West Bay,L.WB02,S.WB02,1991.WB02,1991,0,%,1990s,Percent Silt,55.1
West Bay,L.WB02,S.WB02,1991.WB02,1991,0,%,1990s,Percent Sand (Calculated),0
West Bay,L.WB02,S.WB02,1991.WB02,1991,0,%,1990s,Percent Silt and Clay (Calculated),55.1
West Bay,L.WB02,S.WB02,1991.WB02,1991,0,%,1990s,Percent Clay,39
West Bay,L.WB02,S.WB02,1991.WB02,1991,0,%,1990s,Percent Sand (Calculated),0
West Bay,L.WB02,S.WB02,1991.WB02,1991,0,%,1990s,Percent Silt and Clay (Calculated),39
West Bay,L.WB03,S.WB03,1991.WB03,1991,0,%,1990s,Percent Sand,38.7
West Bay,L.WB03,S.WB03,1991.WB03,1991,0,%,1990s,Percent Sand (Calculated),38.7
West Bay,L.WB03,S.WB03,1991.WB03,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
West Bay,L.WB03,S.WB03,1991.WB03,1991,0,%,1990s,Percent Silt,35.1
West Bay,L.WB03,S.WB03,1991.WB03,1991,0,%,1990s,Percent Sand (Calculated),0
West Bay,L.WB03,S.WB03,1991.WB03,1991,0,%,1990s,Percent Silt and Clay (Calculated),35.1
West Bay,L.WB03,S.WB03,1991.WB03,1991,0,%,1990s,Percent Clay,26.3
West Bay,L.WB03,S.WB03,1991.WB03,1991,0,%,1990s,Percent Sand (Calculated),0
West Bay,L.WB03,S.WB03,1991.WB03,1991,0,%,1990s,Percent Silt and Clay (Calculated),26.3
West Bay,L.WB04,S.WB04,1991.WB04,1991,0,%,1990s,Percent Sand,3.5
West Bay,L.WB04,S.WB04,1991.WB04,1991,0,%,1990s,Percent Sand (Calculated),3.5
West Bay,L.WB04,S.WB04,1991.WB04,1991,0,%,1990s,Percent Silt and Clay (Calculated),0
